country,city,headline,price_value,currency,review_score,review_count,location_city,source_url,scraped_at_utc,city_key
Morocco,Casablanca,Day Trip To Casablanca from Marrakech,31.24,$,4.7,1062,Casablanca,https://www.tripadvisor.com/AttractionProductReview-g2626640-d25082924-Day_Trip_To_Casablanca_from_Marrakech-Marrakech_Safi.html,2026-02-21T07:59:28.793803,Casablanca
Morocco,Casablanca,Private Tour of Casablanca with Hassan II Mosque Entry Ticket,54.06,$,4.9,1296,Casablanca,https://www.tripadvisor.com/AttractionProductReview-g293732-d24871253-Private_Tour_of_Casablanca_with_Hassan_II_Mosque_Entry_Ticket-Casablanca_Casablanc.html,2026-02-21T07:59:40.569895,Casablanca
Mexico,Cancun,Private Roundtrip Transportation from Cancun Airport to Cancun Hotel Zone,94.0,$,4.9,4997,Cancun,https://www.tripadvisor.com/AttractionProductReview-g150807-d14226629-Private_Roundtrip_Transportation_from_Cancun_Airport_to_Cancun_Hotel_Zone-Cancun_Y.html,2026-02-21T08:00:39.306270,Cancun
Mexico,Cancun,"Chichen Itza, Cenote, and Valladolid Tour",45.0,$,4.8,21438,Cancun,https://www.tripadvisor.com/AttractionProductReview-g150807-d15665143-Chichen_Itza_Cenote_and_Valladolid_Tour-Cancun_Yucatan_Peninsula.html,2026-02-21T08:00:53.567920,Cancun
Mexico,Mexico City,Balloon flight + pick up in CDMX + Breakfast in Cave + Pyramids,169.78,$,4.9,5275,Mexico City,https://www.tripadvisor.com/AttractionProductReview-g150800-d24962104-Balloon_flight_pick_up_in_CDMX_Breakfast_in_Cave_Pyramids-Mexico_City_Central_Mexi.html,2026-02-21T08:01:31.244031,Mexico City
Mexico,Mexico City,"Teotihuacan, Guadalupe Shrine & Tlatelolco Day Tour with Lunch",39.0,$,4.8,9925,Mexico City,https://www.tripadvisor.com/AttractionProductReview-g150800-d11467125-Teotihuacan_Guadalupe_Shrine_Tlatelolco_Day_Tour_with_Lunch-Mexico_City_Central_Me.html,2026-02-21T08:01:43.845452,Mexico City
Netherlands,Amsterdam,Concert at The Royal Concertgebouw - Amsterdam,65.46,$,5.0,2,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d20354902-Concert_at_The_Royal_Concertgebouw_Amsterdam-Amsterdam_North_Holland_Province.html,2026-02-21T08:53:39.769451,Amsterdam
Netherlands,Amsterdam,Frans Hals MuseumSomeone from this business manages the listing.,23.0,$,4.5,1179,Amsterdam,https://www.tripadvisor.com/Attraction_Review-g188593-d195068-Reviews-Frans_Hals_Museum-Haarlem_North_Holland_Province.html,2026-02-21T08:53:54.191183,Amsterdam
Netherlands,Amsterdam,Keukenhof's Tulips and Windmills Small-Group Tour from Amsterdam,132.15,$,4.6,62,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d15810081-Keukenhof_s_Tulips_and_Windmills_Small_Group_Tour_from_Amsterdam-Amsterdam_North_H.html,2026-02-21T08:54:09.012603,Amsterdam
Netherlands,Amsterdam,Segway City Tours Amsterdam,118.94,$,4.8,258,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d11464132-Segway_City_Tours_Amsterdam-Amsterdam_North_Holland_Province.html,2026-02-21T08:54:45.176792,Amsterdam
Netherlands,Amsterdam,Anne Frank's Last Walk & See Anne Frank House in Virtual Reality,52.81,$,4.9,830,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d17429946-Anne_Frank_s_Last_Walk_See_Anne_Frank_House_in_Virtual_Reality-Amsterdam_North_Hol.html,2026-02-21T08:55:00.692803,Amsterdam
Netherlands,Amsterdam,"Amsterdam: Windmills, Cheese and Volendam Tour with Video Guide",39.05,$,5.0,15,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d33282184-Amsterdam_Windmills_Cheese_and_Volendam_Tour_with_Video_Guide-Amsterdam_North_Holl.html,2026-02-21T08:55:13.018420,Amsterdam
Netherlands,Amsterdam,The Waterhole Live Music BarSomeone from this business manages the listing.,29.0,$,4.7,708,Amsterdam,https://www.tripadvisor.com/Attraction_Review-g188590-d245237-Reviews-The_Waterhole_Live_Music_Bar-Amsterdam_North_Holland_Province.html,2026-02-21T08:55:26.210280,Amsterdam
Netherlands,Amsterdam,Amsterdam: Half Day Guided Keukenhof Tulip Garden Tour,71.48,$,4.5,20,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d16841200-Amsterdam_Half_Day_Guided_Keukenhof_Tulip_Garden_Tour-Amsterdam_North_Holland_Prov.html,2026-02-21T08:55:39.526221,Amsterdam
Netherlands,Amsterdam,MarkthalSomeone from this business manages the listing.,155.0,$,4.4,8024,Amsterdam,https://www.tripadvisor.com/Attraction_Review-g188632-d7129022-Reviews-Markthal-Rotterdam_South_Holland_Province.html,2026-02-21T08:55:52.910344,Amsterdam
Netherlands,Amsterdam,"Amsterdam: Day trip to Tulip Farm, Keukenhof + Windmill Cruise",101.52,$,4.7,63,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d23831808-Amsterdam_Day_trip_to_Tulip_Farm_Keukenhof_Windmill_Cruise-Amsterdam_North_Holland.html,2026-02-21T08:56:09.702295,Amsterdam
Netherlands,Amsterdam,"Mamma Mia!UnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",29.0,$,4.6,3286,Amsterdam,https://www.tripadvisor.com/Attraction_Review-g186338-d643093-Reviews-Mamma_Mia-London_England.html,2026-02-21T08:56:21.930630,Amsterdam
Netherlands,Amsterdam,Anne Frank Walking Tour Amsterdam Including Jewish Cultural Quarter,75.09,$,5.0,1847,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d14199372-Anne_Frank_Walking_Tour_Amsterdam_Including_Jewish_Cultural_Quarter-Amsterdam_Nort.html,2026-02-21T08:56:33.605081,Amsterdam
Netherlands,Amsterdam,"Keukenhof (tulips), Zaanse Schans and Volendam Small Group Tour",203.04,$,5.0,2,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d32228055-Keukenhof_tulips_Zaanse_Schans_and_Volendam_Small_Group_Tour-Amsterdam_North_Holla.html,2026-02-21T08:56:45.657926,Amsterdam
Netherlands,Amsterdam,Amsterdam Highlights Walking Tour,4.81,$,4.4,31,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d28241032-Amsterdam_Highlights_Walking_Tour-Amsterdam_North_Holland_Province.html,2026-02-21T08:56:57.168027,Amsterdam
Netherlands,Amsterdam,Anne Frank HouseSomeone from this business manages the listing.,40.0,$,4.5,64627,Amsterdam,https://www.tripadvisor.com/Attraction_Review-g188590-d190555-Reviews-Anne_Frank_House-Amsterdam_North_Holland_Province.html,2026-02-21T08:57:09.752026,Amsterdam
Netherlands,Amsterdam,Café ZiltSomeone from this business manages the listing.,79.0,$,4.9,103,Amsterdam,https://www.tripadvisor.com/Attraction_Review-g188590-d8021364-Reviews-Cafe_Zilt-Amsterdam_North_Holland_Province.html,2026-02-21T08:57:23.547680,Amsterdam
Netherlands,Amsterdam,"Link Bus ServicesUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",26.0,$,2.8,10,Amsterdam,https://www.tripadvisor.com/Attraction_Review-g293841-d16669058-Reviews-Link_Bus_Services-Kampala_Central_Region.html,2026-02-21T08:57:38.798251,Amsterdam
Netherlands,Amsterdam,Amsterdam Classic Canal Cruise with Live Guide,19.22,$,4.8,17,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d33276403-Amsterdam_Classic_Canal_Cruise_with_Live_Guide-Amsterdam_North_Holland_Province.html,2026-02-21T08:57:53.408313,Amsterdam
Netherlands,Amsterdam,A & S Water TaxisSomeone from this business manages the listing.,41.0,$,4.5,125,Amsterdam,https://www.tripadvisor.com/Attraction_Review-g674784-d3382400-Reviews-A_S_Water_Taxis-Birgu_Vittoriosa_Island_of_Malta.html,2026-02-21T08:58:04.297096,Amsterdam
Netherlands,Amsterdam,Morning Desert Safari From Makkah,100.99,$,1.0,5,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g293993-d26810574-Morning_Desert_Safari_From_Makkah-Mecca_Makkah_Province.html,2026-02-21T08:58:15.837795,Amsterdam
Netherlands,Amsterdam,Amsterdam Small-Group Bike Tour With Optional Canal Cruise,30.04,$,4.7,86,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d14021015-Amsterdam_Small_Group_Bike_Tour_With_Optional_Canal_Cruise-Amsterdam_North_Holland.html,2026-02-21T08:58:29.476401,Amsterdam
Netherlands,Amsterdam,"Zaanse Schans, Lego Village, Giethoorn Day Tour Incl. Boat Cruise",154.98,$,4.9,34,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d33009230-Zaanse_Schans_Lego_Village_Giethoorn_Day_Tour_Incl_Boat_Cruise-Amsterdam_North_Hol.html,2026-02-21T08:58:40.697495,Amsterdam
Netherlands,Amsterdam,Amsterdam Sightseeing Canal Cruise with Audio Guide,18.6,$,3.2,371,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d11457879-Amsterdam_Sightseeing_Canal_Cruise_with_Audio_Guide-Amsterdam_North_Holland_Provin.html,2026-02-21T08:58:52.608266,Amsterdam
Netherlands,Amsterdam,Zaanse SchansSomeone from this business manages the listing.,112.0,$,4.5,9009,Amsterdam,https://www.tripadvisor.com/Attraction_Review-g188600-d194318-Reviews-Zaanse_Schans-Zaandam_North_Holland_Province.html,2026-02-21T08:59:04.670853,Amsterdam
Netherlands,Amsterdam,Kenya Bush Expeditions Tours and TravelSomeone from this business manages the listing.,38.0,$,4.8,2146,Amsterdam,https://www.tripadvisor.com/Attraction_Review-g294207-d11743929-Reviews-Kenya_Bush_Expeditions_Tours_and_Travel-Nairobi.html,2026-02-21T08:59:16.045090,Amsterdam
Netherlands,Amsterdam,Dinner Canal Cruise Amsterdam: 4-Courses Including Drinks,106.92,$,4.1,125,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d11447678-Dinner_Canal_Cruise_Amsterdam_4_Courses_Including_Drinks-Amsterdam_North_Holland_P.html,2026-02-21T08:59:28.887894,Amsterdam
Netherlands,Amsterdam,Amsterdam Van Gogh Museum Tour With Reserved Admission,46.0,$,3.7,9,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d28150982-Amsterdam_Van_Gogh_Museum_Tour_With_Reserved_Admission-Amsterdam_North_Holland_Pro.html,2026-02-21T08:59:42.655615,Amsterdam
Netherlands,Amsterdam,Amsterdam Evening Canal Cruise with Live Guide and Onboard Bar,27.55,$,4.7,3031,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d19108583-Amsterdam_Evening_Canal_Cruise_with_Live_Guide_and_Onboard_Bar-Amsterdam_North_Hol.html,2026-02-21T08:59:56.322719,Amsterdam
Netherlands,Amsterdam,Kasteel de HaarSomeone from this business manages the listing.,151.0,$,4.4,1232,Amsterdam,https://www.tripadvisor.com/Attraction_Review-g2518650-d534407-Reviews-Kasteel_de_Haar-Haarzuilens.html,2026-02-21T09:00:08.615124,Amsterdam
Netherlands,Amsterdam,Teylers MuseumSomeone from this business manages the listing.,23.0,$,4.3,1136,Amsterdam,https://www.tripadvisor.com/Attraction_Review-g188593-d319192-Reviews-Teylers_Museum-Haarlem_North_Holland_Province.html,2026-02-21T09:00:23.424910,Amsterdam
Netherlands,Amsterdam,Amsterdam Introductory Walking Tour with a Local,3.59,$,4.7,99,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d27418628-Amsterdam_Introductory_Walking_Tour_with_a_Local-Amsterdam_North_Holland_Province.html,2026-02-21T09:00:36.281581,Amsterdam
Netherlands,Amsterdam,EftelingSomeone from this business manages the listing.,56.0,$,4.4,8470,Amsterdam,https://www.tripadvisor.com/Attraction_Review-g188584-d262610-Reviews-Efteling-Kaatsheuvel_North_Brabant_Province.html,2026-02-21T09:00:49.305036,Amsterdam
Netherlands,Amsterdam,Amsterdam The Original Pizza Cruise with Unlimited Drinks,41.41,$,4.4,199,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d11447652-Amsterdam_The_Original_Pizza_Cruise_with_Unlimited_Drinks-Amsterdam_North_Holland_.html,2026-02-21T09:01:01.812544,Amsterdam
Netherlands,Amsterdam,Amsterdam: Keukenhof Entry & Shuttle Bus with Flexible Return,42.05,$,4.4,238,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d23821788-Amsterdam_Keukenhof_Entry_Shuttle_Bus_with_Flexible_Return-Amsterdam_North_Holland.html,2026-02-21T09:01:13.941417,Amsterdam
Netherlands,Amsterdam,National MonumentSomeone from this business manages the listing.,39.0,$,3.6,470,Amsterdam,https://www.tripadvisor.com/Attraction_Review-g188590-d266832-Reviews-National_Monument-Amsterdam_North_Holland_Province.html,2026-02-21T09:01:25.014162,Amsterdam
Netherlands,Amsterdam,Amsterdam E Bike Tour to the Windmills of Zaanse Schans,106.92,$,5.0,61,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d30896367-Amsterdam_E_Bike_Tour_to_the_Windmills_of_Zaanse_Schans-Amsterdam_North_Holland_Pr.html,2026-02-21T09:01:38.245491,Amsterdam
Netherlands,Amsterdam,"From Amsterdam: Zaanse Schans, Volendam & Marken Tour",46.81,$,4.3,1154,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d11447689-From_Amsterdam_Zaanse_Schans_Volendam_Marken_Tour-Amsterdam_North_Holland_Province.html,2026-02-21T09:01:50.514219,Amsterdam
Netherlands,Amsterdam,"SingelUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",31.0,$,4.4,1038,Amsterdam,https://www.tripadvisor.com/Attraction_Review-g188590-d267047-Reviews-Singel-Amsterdam_North_Holland_Province.html,2026-02-21T09:02:02.768902,Amsterdam
Netherlands,Amsterdam,Amsterdam 2-Hour Evening Cruise With Live Guide and Bar,51.6,$,4.9,99,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d19423138-Amsterdam_2_Hour_Evening_Cruise_With_Live_Guide_and_Bar-Amsterdam_North_Holland_Pr.html,2026-02-21T09:02:15.917331,Amsterdam
Netherlands,Amsterdam,Amsterdam Red Light District Pub Crawl,30.01,$,4.7,1212,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d12016279-Amsterdam_Red_Light_District_Pub_Crawl-Amsterdam_North_Holland_Province.html,2026-02-21T09:02:28.158102,Amsterdam
Netherlands,Amsterdam,Brouwerij 't Ij - Proeflokaal De MolenSomeone from this business manages the listing.,23.0,$,4.5,2444,Amsterdam,https://www.tripadvisor.com/Attraction_Review-g188590-d591008-Reviews-Brouwerij_t_Ij_Proeflokaal_De_Molen-Amsterdam_North_Holland_Province.html,2026-02-21T09:02:39.354115,Amsterdam
Netherlands,Amsterdam,Jet Car Rental,95.0,$,4.9,26,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g34410-d19495255-Jet_Car_Rental-Madeira_Beach_Florida.html,2026-02-21T09:02:51.646463,Amsterdam
Netherlands,Amsterdam,MauritshuisSomeone from this business manages the listing.,25.0,$,4.7,5220,Amsterdam,https://www.tripadvisor.com/Attraction_Review-g188633-d195877-Reviews-Mauritshuis-The_Hague_South_Holland_Province.html,2026-02-21T09:03:04.696794,Amsterdam
Netherlands,Amsterdam,Amsterdam: Historic City Sightseeing Canal Cruise,18.62,$,4.5,338,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d23365426-Amsterdam_Historic_City_Sightseeing_Canal_Cruise-Amsterdam_North_Holland_Province.html,2026-02-21T09:03:16.970678,Amsterdam
Netherlands,Amsterdam,Ghost Walking Tour and Dark History in Amsterdam,45.01,$,4.9,13,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d28500671-Ghost_Walking_Tour_and_Dark_History_in_Amsterdam-Amsterdam_North_Holland_Province.html,2026-02-21T09:03:29.896552,Amsterdam
Netherlands,Amsterdam,Amsterdam Red Light District Walking Tour in EN/DE/IT/ES,38.44,$,4.9,203,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d15778154-Amsterdam_Red_Light_District_Walking_Tour_in_EN_DE_IT_ES-Amsterdam_North_Holland_P.html,2026-02-21T09:03:42.650365,Amsterdam
Netherlands,Amsterdam,Full day tour to Texel - Friesian Islands - from Amsterdam,300.35,$,5.0,32,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d15059394-Full_day_tour_to_Texel_Friesian_Islands_from_Amsterdam-Amsterdam_North_Holland_Pro.html,2026-02-21T09:03:56.292052,Amsterdam
Netherlands,Amsterdam,Amsterdam National Holocaust Museum and Memorial Entry Ticket,24.03,$,4.8,18,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d14151590-Amsterdam_National_Holocaust_Museum_and_Memorial_Entry_Ticket-Amsterdam_North_Holl.html,2026-02-21T09:04:09.318611,Amsterdam
Netherlands,Amsterdam,Our Lord in the Attic Museum Entrance Ticket in Amsterdam,21.63,$,4.9,179,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d11992587-Our_Lord_in_the_Attic_Museum_Entrance_Ticket_in_Amsterdam-Amsterdam_North_Holland_.html,2026-02-21T09:04:23.523539,Amsterdam
Netherlands,Amsterdam,"Red light district, English tour",30.04,$,4.8,172,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d15777997-Red_light_district_English_tour-Amsterdam_North_Holland_Province.html,2026-02-21T09:04:36.836250,Amsterdam
Netherlands,Amsterdam,Discover Rio Little Africa: A Cultural and Historical Journey,86.0,$,5.0,126,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g303506-d17575596-Discover_Rio_Little_Africa_A_Cultural_and_Historical_Journey-Rio_de_Janeiro_State_.html,2026-02-21T09:04:49.914729,Amsterdam
Netherlands,Amsterdam,Escher in The PalaceSomeone from this business manages the listing.,18.0,$,4.5,3053,Amsterdam,https://www.tripadvisor.com/Attraction_Review-g188633-d538013-Reviews-Escher_in_The_Palace-The_Hague_South_Holland_Province.html,2026-02-21T09:05:03.595903,Amsterdam
Netherlands,Amsterdam,Small Group Guided Bike Tour of Amsterdam's Hidden Gems,45.01,$,4.9,2843,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d14042038-Small_Group_Guided_Bike_Tour_of_Amsterdam_s_Hidden_Gems-Amsterdam_North_Holland_Pr.html,2026-02-21T09:05:16.875681,Amsterdam
Netherlands,Amsterdam,The Anne Frank Tour (Jewish Neighborhood & Amsterdam during WWII),3.59,$,4.7,19,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d26869330-The_Anne_Frank_Tour_Jewish_Neighborhood_Amsterdam_during_WWII-Amsterdam_North_Holl.html,2026-02-21T09:05:29.303842,Amsterdam
Netherlands,Amsterdam,A'dam LookoutSomeone from this business manages the listing.,25.0,$,4.4,5644,Amsterdam,https://www.tripadvisor.com/Attraction_Review-g188590-d10106528-Reviews-A_dam_Lookout-Amsterdam_North_Holland_Province.html,2026-02-21T09:05:40.893685,Amsterdam
Netherlands,Amsterdam,Pon Elephant ThailandSomeone from this business manages the listing.,106.0,$,4.9,922,Amsterdam,https://www.tripadvisor.com/Attraction_Review-g293917-d8818086-Reviews-Pon_Elephant_Thailand-Chiang_Mai.html,2026-02-21T09:05:55.823847,Amsterdam
Netherlands,Amsterdam,Nauyaca Waterfall Tour,150.0,$,5.0,394,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g309289-d19346809-Nauyaca_Waterfall_Tour-Quepos_Province_of_Puntarenas.html,2026-02-21T09:06:13.032596,Amsterdam
Netherlands,Amsterdam,Amsterdam: Canal Booze Cruise with Unlimited Drinks Option,25.83,$,5.0,2034,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d20902126-Amsterdam_Canal_Booze_Cruise_with_Unlimited_Drinks_Option-Amsterdam_North_Holland_.html,2026-02-21T09:06:26.173894,Amsterdam
Netherlands,Amsterdam,Private Hostess Bar Tour in Amsterdam Red Light District (3h),24.03,$,5.0,10,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d26357733-Private_Hostess_Bar_Tour_in_Amsterdam_Red_Light_District_3h-Amsterdam_North_Hollan.html,2026-02-21T09:06:37.484667,Amsterdam
Netherlands,Amsterdam,Amsterdam Private Pub Crawl in the City Center,30.64,$,5.0,7,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d28150742-Amsterdam_Private_Pub_Crawl_in_the_City_Center-Amsterdam_North_Holland_Province.html,2026-02-21T09:06:50.894374,Amsterdam
Netherlands,Amsterdam,Food Tour Amsterdam | Taste The Best of Dutch Flavors,10.81,$,4.7,7,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d27093408-Food_Tour_Amsterdam_Taste_The_Best_of_Dutch_Flavors-Amsterdam_North_Holland_Provin.html,2026-02-21T09:07:02.492963,Amsterdam
Netherlands,Amsterdam,Amsterdam Nightlife Ticket & VIP Dinner at Hard Rock Café,61.27,$,5.0,1,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d17335957-Amsterdam_Nightlife_Ticket_VIP_Dinner_at_Hard_Rock_Cafe-Amsterdam_North_Holland_Pr.html,2026-02-21T09:07:16.159719,Amsterdam
Netherlands,Amsterdam,Amsterdam Hop-On Hop-Off 24h or 48h Bus and Boat Option,35.44,$,3.2,595,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d11447681-Amsterdam_Hop_On_Hop_Off_24h_or_48h_Bus_and_Boat_Option-Amsterdam_North_Holland_Pr.html,2026-02-21T09:07:29.304390,Amsterdam
Netherlands,Amsterdam,Giethoorn Guided DayTrip from Amsterdam,102.02,$,4.8,136,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d14080869-Giethoorn_Guided_DayTrip_from_Amsterdam-Amsterdam_North_Holland_Province.html,2026-02-21T09:07:42.469930,Amsterdam
